측정ID,시각,지점명,권역,위도,경도,Ta,RH,v,Tmrt,PET,Ts,볕,태양고도,SVF,TVF,BVF,앱_SVF,앱_GVI,앱_BVI,앱_유효,앱_입력_기온,앱_입력_풍속,앱_입력_습도,실측당시_앱pVPTI,엔진예측_PET,엔진예측_Tmrt,tier3_svf,tier3_gvi,tier3_bvi,ndvi30,lst30,run_A_Tmrt,run_A_PET,run_B_Tmrt,run_B_PET,run_C_Tmrt,run_C_PET,run_D_Tmrt,run_D_PET,cloud,cloud_src,run_A_Tmrt,run_A_PET,run_B_Tmrt,run_B_PET,run_C_Tmrt,run_C_PET,run_D_Tmrt,run_D_PET
20260825_용호제1동_10,2026-08-25 12:24:00,용호제1동,용호제1동,35.1228,129.1107,36.0,48.1,0.0,46.09,44.86,49.21,1,65.6,0.702,0.0169,0.2811,0.289,0.018,0.457,무효-인근대체(56m),31.3,2.6,72,42.6,46.9,73.22,0.7936,0.0091,0.3747,0.1813425574734225,46.92074278602796,52.45,37.13,52.12,36.1,59.77,51.42,59.95,51.5,0.0,실측(일사),52.45,37.13,52.12,36.1,59.77,51.42,59.95,51.5
20260825_용호제1동_11,2026-08-25 12:18:00,용호제1동,용호제1동,35.1229,129.1114,35.0,50.0,0.4,52.22,45.56,49.6,1,65.6,0.6921,0.014,0.2938,0.694,0.0,0.475,유효,31.3,2.6,72,42.5,45.6,71.44,0.5741,0.0087,0.5447,0.029487629400729,46.87621990446151,52.17,36.29,52.21,36.52,58.34,47.7,58.04,47.54,0.0,실측(일사),52.17,36.29,52.21,36.52,58.34,47.7,58.04,47.54
20260825_용호제1동_12,2026-08-25 12:16:00,용호제1동,용호제1동,35.1228,129.1117,34.2,52.2,0.4,54.97,46.54,49.34,1,65.6,0.7539,0.0032,0.2429,0.694,0.0,0.475,유효,31.3,2.6,72,42.5,44.9,70.89,0.7484,0.0087,0.4868,0.0261530099382066,46.62413310362221,52.17,36.29,52.06,36.16,57.35,46.66,57.39,46.68,0.0,실측(일사),52.17,36.29,52.06,36.16,57.35,46.66,57.39,46.68
20260825_용호제1동_13,2026-08-25 12:12:00,용호제1동,용호제1동,35.1228,129.1122,35.0,48.2,1.0,74.44,53.83,52.75,1,65.5,0.6793,0.0066,0.3141,0.861,0.0,0.521,유효,31.3,2.6,72,42.3,44.9,70.13,0.7586,0.0073,0.4368,0.0157921480079963,46.39376283007913,51.99,35.94,52.06,36.14,56.69,43.68,56.86,43.76,0.0,실측(일사),51.99,35.94,52.06,36.14,56.69,43.68,56.86,43.76
20260825_용호제1동_14,2026-08-25 12:09:00,용호제1동,용호제1동,35.123,129.1116,36.0,47.3,0.0,50.44,47.32,54.88,1,65.4,0.6837,0.0041,0.3122,0.501,0.0,0.535,유효,31.3,2.6,72,42.3,46.8,73.35,0.6302,0.0087,0.507,0.0221968581094037,46.82524753032787,52.17,36.64,52.03,36.36,59.67,51.36,59.6,51.33,0.0,실측(일사),52.17,36.64,52.03,36.36,59.67,51.36,59.6,51.33
20260825_용호제1동_15,2026-08-25 12:06:00,용호제1동,용호제1동,35.1236,129.1112,34.1,53.0,0.0,49.56,46.02,55.9,0,65.2,0.8692,0.0073,0.1235,0.395,0.0,0.583,유효,31.3,2.6,72,40.7,39.2,48.22,0.7086,0.0091,0.4532,0.063285267808453,47.841429952630186,43.42,34.03,43.64,33.66,48.93,44.97,48.75,44.86,0.0,실측(일사),43.42,34.03,43.64,33.66,48.93,44.97,48.75,44.86
20260823_명장제2동_01,2026-08-23 12:27:00,명장제2동,명장동,35.2111,129.0833,33.3,55.5,0.0,39.72,40.03,50.78,1,66.2,0.8864,0.0189,0.0947,0.89,0.005,0.48,유효,33.2,1.2,58,46.7,44.3,70.97,0.9055,0.0106,0.3684,0.1330441078443427,46.67445625418101,54.7,40.13,54.61,40.07,57.27,49.27,57.25,49.26,0.0,실측(일사),54.7,40.13,54.61,40.07,57.27,49.27,57.25,49.26
20260823_명장제3동_01,2026-08-23 12:17:00,명장제3동,명장동,35.214,129.0854,32.9,57.2,0.4,38.34,37.58,38.77,0,66.1,0.7359,0.0759,0.1882,0.313,0.027,0.523,무효-인근대체(44m),33.2,1.2,58,48.0,38.2,47.16,0.5725,0.3011,0.0353,0.6918845756323416,43.355615357153816,46.3,37.8,44.31,36.8,44.91,39.44,46.96,40.48,0.0,실측(일사),46.3,37.8,44.31,36.8,44.91,39.44,46.96,40.48
20260823_명장제4동_01,2026-08-23 12:14:00,명장제4동,명장동,35.2147,129.0854,33.2,54.8,1.8,52.13,40.42,44.57,0,66.1,0.7719,0.1113,0.1168,0.677,0.124,0.392,유효,33.2,1.2,58,48.5,37.4,47.54,0.5325,0.0953,0.347,0.4574488612302592,45.61994699195309,45.63,37.09,45.84,37.35,45.13,36.02,45.15,36.03,0.0,실측(일사),45.63,37.09,45.84,37.35,45.13,36.02,45.15,36.03
20260823_명장제5동_01,2026-08-23 12:11:00,명장제5동,명장동,35.215,129.0858,34.4,53.0,0.7,43.2,39.94,45.52,0,66.0,0.5134,0.2942,0.1924,0.503,0.005,0.458,유효,33.2,1.2,58,47.6,39.4,47.95,0.7782,0.0564,0.3611,0.3299195623085784,46.41896356041366,46.4,37.57,45.96,37.05,47.85,40.57,45.76,39.6,0.0,실측(일사),46.4,37.57,45.96,37.05,47.85,40.57,45.76,39.6
20260823_명장제6동_01,2026-08-23 12:07:00,명장제6동,명장동,35.2153,129.0854,34.2,53.3,0.0,38.85,40.0,45.21,0,65.8,0.7394,0.0123,0.2483,0.37,0.046,0.47,유효,33.2,1.2,58,49.1,39.3,48.04,0.7336,0.0268,0.4871,0.278588589874864,46.57987380782942,45.96,37.6,46.1,37.15,48.93,45.08,49.06,45.16,0.0,실측(일사),45.96,37.6,46.1,37.15,48.93,45.08,49.06,45.16
20260823_명장제7동_01,2026-08-23 12:04:00,명장제7동,명장동,35.2157,129.0844,34.5,52.3,1.1,46.4,40.51,44.81,1,65.7,0.6684,0.044,0.2876,0.002,0.001,0.314,무효-분석부실,33.5,1.2,59,48.0,44.5,69.2,0.6442,0.0212,0.4552,0.1592407178250141,48.3558501045813,55.7,42.94,55.13,41.4,56.16,43.14,55.93,43.03,0.0,실측(일사),55.7,42.94,55.13,41.4,56.16,43.14,55.93,43.03
20260823_명장제8동_01,2026-08-23 12:00:00,명장제8동,명장동,35.2161,129.0857,34.4,45.5,0.4,57.1,47.09,48.33,1,65.5,0.764,0.0129,0.2231,0.617,0.0,0.557,유효,33.5,1.2,59,48.2,44.3,70.58,0.6553,0.0086,0.5272,0.1331885095703519,48.02456113278625,55.44,41.57,55.3,41.44,56.84,45.66,56.48,45.46,0.0,실측(일사),55.44,41.57,55.3,41.44,56.84,45.66,56.48,45.46
20260823_명장제9동_01,2026-08-23 11:56:00,명장제9동,명장동,35.2162,129.0861,36.4,45.5,0.4,51.22,45.74,57.96,1,65.3,0.7989,0.0083,0.1928,0.97,0.009,0.307,유효,33.5,1.2,59,47.4,46.7,72.09,0.9348,0.0479,0.2831,0.1273982784053736,47.86686314743697,54.44,40.47,54.26,40.48,57.6,48.03,58.32,48.43,0.0,실측(일사),54.44,40.47,54.26,40.48,57.6,48.03,58.32,48.43
20260823_명장제10동_01,2026-08-23 11:53:00,명장제10동,명장동,35.2158,129.0861,34.7,49.7,0.4,49.4,43.8,51.25,1,65.1,0.8632,0.0093,0.1275,0.97,0.009,0.307,유효,33.5,1.2,59,47.4,45.1,70.74,0.5791,0.044,0.5021,0.2834341374484303,47.53772362499571,54.46,40.48,54.87,41.43,57.03,46.64,56.82,46.52,0.0,실측(일사),54.46,40.48,54.87,41.43,57.03,46.64,56.82,46.52
20260823_명장제11동_01,2026-08-23 11:50:00,명장제11동,명장동,35.2156,129.0868,36.8,44.5,0.5,62.58,51.44,53.02,1,64.9,0.7931,0.028,0.1789,0.494,0.05,0.6,유효,33.2,1.4,58,48.8,46.9,71.84,0.8673,0.0752,0.3037,0.4219531510119649,47.05623962044492,54.23,40.24,53.48,39.23,57.69,47.73,58.3,48.05,0.0,실측(일사),54.23,40.24,53.48,39.23,57.69,47.73,58.3,48.05
20260823_명장제12동_01,2026-08-23 11:47:00,명장제12동,명장동,35.2152,129.0874,36.7,46.7,0.0,54.37,49.76,54.71,1,64.6,0.8008,0.0255,0.1737,0.844,0.025,0.421,유효,33.2,1.4,58,33.9,47.5,73.19,0.7002,0.0557,0.45,0.4214606093674589,46.271159538928586,53.71,39.33,53.72,39.63,59.07,51.3,59.19,51.36,0.0,실측(일사),53.71,39.33,53.72,39.63,59.07,51.3,59.19,51.36
20260823_명장제13동_01,2026-08-23 11:43:00,명장제13동,명장동,35.2149,129.0882,36.9,44.4,0.5,55.64,47.86,52.39,1,64.3,0.7731,0.0112,0.2157,0.746,0.0,0.478,유효,33.2,1.4,58,45.7,47.1,72.08,0.7396,0.0556,0.4379,0.1327222909659195,46.320330957469466,53.98,39.62,53.59,39.5,57.91,47.93,58.27,48.12,0.0,실측(일사),53.98,39.62,53.59,39.5,57.91,47.93,58.27,48.12
20260823_명장제14동_01,2026-08-23 11:40:00,명장제14동,명장동,35.2145,129.0899,35.2,47.1,2.2,77.35,51.32,54.83,1,64.0,0.8633,0.0236,0.1131,0.794,0.029,0.449,무효-인근대체(64m),32.1,0.8,58,48.2,43.0,67.47,0.8276,0.0778,0.1685,0.3665960262871458,44.26187214243388,53.49,39.73,53.03,39.48,54.07,40.32,54.39,40.44,0.0,실측(일사),53.49,39.73,53.03,39.48,54.07,40.32,54.39,40.44
20260823_명장제15동_01,2026-08-23 11:34:00,명장제15동,명장동,35.2139,129.0899,34.9,45.7,0.0,53.24,48.06,53.63,1,63.4,0.8165,0.0969,0.0866,0.914,0.151,0.174,유효,32.1,0.8,58,47.2,44.9,70.65,0.7756,0.0769,0.1896,0.1825724918868764,44.92465810421197,52.15,38.96,52.94,39.55,56.29,49.2,56.0,49.02,0.0,실측(일사),52.15,38.96,52.94,39.55,56.29,49.2,56.0,49.02
20260823_명장제16동_01,2026-08-23 11:29:00,명장제16동,명장동,35.2136,129.0905,35.7,46.9,1.0,71.89,53.08,52.31,0,62.9,0.8343,0.0309,0.1348,0.83,0.038,0.327,유효,32.1,0.8,58,48.3,40.2,48.96,0.8463,0.0759,0.1988,0.1375993539958666,43.97655850878841,44.34,35.89,44.11,35.79,47.12,40.02,47.4,40.15,0.0,실측(일사),44.34,35.89,44.11,35.79,47.12,40.02,47.4,40.15
20260823_명장제17동_01,2026-08-23 11:22:00,명장제17동,명장동,35.2125,129.0902,35.7,46.3,0.7,61.02,48.82,55.91,0,62.1,0.8442,0.0655,0.0903,0.997,0.208,0.065,유효,32.1,0.8,58,47.4,40.2,48.81,0.919,0.1804,0.0666,0.2853992367892801,42.62262220223872,43.24,35.27,43.41,35.44,46.61,40.46,47.37,40.81,0.0,실측(일사),43.24,35.27,43.41,35.44,46.61,40.46,47.37,40.81
20260823_명장제18동_01,2026-08-23 11:19:00,명장제18동,명장동,35.2123,129.0897,35.0,50.4,0.0,41.91,42.0,53.48,1,61.8,0.8934,0.0743,0.0323,0.801,0.2,0.102,유효,32.1,0.8,58,48.2,45.5,70.8,0.853,0.1302,0.136,0.1695375940623809,42.91636309954413,51.69,39.01,52.13,39.06,55.96,49.2,56.39,49.41,0.0,실측(일사),51.69,39.01,52.13,39.06,55.96,49.2,56.39,49.41
