lat,lon,n_records,svf,n_buildings,street_width_m,hw_ratio,snapped_m,폭등급
35.1481,129.0642,1,0.411,2,1.7,1.69,31.6,보행골목(<6m)
35.2216,129.0858,1,0.459,27,17.7,3.94,41.6,큰길(12m+)
35.2216,129.0863,1,0.511,23,56.9,1.23,1.7,큰길(12m+)
35.1276,129.0453,1,0.52,135,13.0,0.97,0.0,큰길(12m+)
35.1263,129.0447,2,0.562,133,11.2,0.75,0.0,혼합골목(6-12m)
35.1243,129.0436,1,0.567,106,21.4,0.33,3.7,큰길(12m+)
35.1239,129.043,1,0.512,98,15.2,0.92,0.0,큰길(12m+)
35.1228,129.0429,1,0.684,90,29.7,0.28,0.0,큰길(12m+)
35.1221,129.0425,1,0.367,82,3.6,2.32,0.0,보행골목(<6m)
35.1199,129.0417,1,0.899,67,,,,개방
35.1199,129.0424,1,0.864,40,84.9,0.43,0.0,큰길(12m+)
35.231,129.0803,4,0.996,20,39.9,0.07,0.0,큰길(12m+)
35.1197,129.0428,1,0.704,31,27.1,0.67,0.0,큰길(12m+)
35.1199,129.0434,1,0.615,26,37.8,0.19,0.0,큰길(12m+)
35.1195,129.0434,3,0.89,24,50.1,0.25,0.0,큰길(12m+)
35.1191,129.0429,2,0.817,32,27.5,0.25,0.0,큰길(12m+)
35.1189,129.0467,1,0.7,4,,,,개방
35.1192,129.0464,2,0.892,5,,,,개방
35.1188,129.0462,2,0.903,3,,,,개방
35.1225,129.0482,1,,0,,,,개방
35.1237,129.0488,1,0.999,4,,,,개방
35.1262,129.053,1,0.994,19,,,,개방
35.1301,129.0619,1,1.0,2,,,,개방
35.1354,129.0671,1,0.794,42,62.8,0.09,0.0,큰길(12m+)
35.1368,129.0702,1,0.768,39,70.5,0.06,0.0,큰길(12m+)
35.1368,129.0712,1,0.865,37,74.0,0.08,0.0,큰길(12m+)
35.1367,129.0716,1,0.915,40,65.5,0.13,0.0,큰길(12m+)
35.1369,129.0723,1,0.978,49,79.0,0.09,0.0,큰길(12m+)
35.1369,129.0732,1,0.964,81,65.6,0.09,0.0,큰길(12m+)
35.1373,129.0744,1,0.986,89,,,,개방
35.1375,129.0752,1,0.997,68,113.1,0.05,0.0,큰길(12m+)
35.1396,129.08,1,0.986,74,64.7,0.09,0.0,큰길(12m+)
35.1404,129.0821,1,0.996,70,,,,개방
35.1409,129.0834,1,0.997,49,,,,개방
35.1415,129.085,1,1.0,1,,,,개방
35.1421,129.0864,1,0.999,2,,,,개방
35.1428,129.0879,1,0.997,49,77.5,0.07,0.0,큰길(12m+)
35.1438,129.0897,1,0.992,47,,,,개방
35.1444,129.0908,1,,0,,,,개방
35.1462,129.0938,1,1.0,15,,,,개방
35.1474,129.0949,1,0.999,29,,,,개방
35.1467,129.0943,1,0.998,44,,,,개방
35.1472,129.0947,1,0.999,45,,,,개방
35.1476,129.0951,1,0.998,15,,,,개방
35.1482,129.0956,1,0.995,28,104.0,0.05,0.0,큰길(12m+)
35.1491,129.0964,1,0.985,7,,,,개방
35.1591,129.1038,1,0.999,6,,,,개방
35.1665,129.1065,1,,0,,,,개방
35.1726,129.1088,1,0.85,108,28.4,0.34,0.0,큰길(12m+)
35.1803,129.1134,1,0.428,41,6.6,1.06,3.3,혼합골목(6-12m)
35.1816,129.1156,1,0.831,24,48.6,0.75,0.0,큰길(12m+)
35.1811,129.1159,1,0.827,25,91.7,0.03,0.0,큰길(12m+)
35.1788,129.1173,1,0.735,40,59.7,0.56,0.0,큰길(12m+)
35.1752,129.1186,1,0.944,23,,,,개방
35.1748,129.1188,1,0.928,35,,,,개방
35.0965,129.0613,1,0.837,172,21.6,0.52,0.0,큰길(12m+)
35.096,129.0613,1,0.85,216,19.8,0.28,0.0,큰길(12m+)
35.2158,129.0821,1,0.88,22,,,,개방
35.163,129.1667,1,0.742,36,35.5,0.67,0.0,큰길(12m+)
35.1482,129.0634,2,0.999,5,,,,개방
35.1482,129.0637,1,0.922,2,,,,개방
35.148,129.0636,1,0.997,2,,,,개방
35.1476,129.0633,2,0.999,6,,,,개방
35.1497,129.0628,1,0.85,14,,,,개방
35.1481,129.0634,1,0.999,5,,,,개방
35.148,129.0634,2,0.999,2,,,,개방
35.1464,129.0629,1,0.818,12,,,,개방
35.1481,129.0631,1,0.991,5,105.5,0.04,0.0,큰길(12m+)
35.1475,129.0633,1,0.999,6,,,,개방
35.1479,129.0637,1,0.943,1,,,,개방
35.1475,129.0639,1,1.0,1,,,,개방
35.1471,129.0652,1,0.747,5,,,,개방
35.1474,129.0652,1,0.758,4,,,,개방
35.1484,129.0625,1,0.895,22,57.1,0.1,0.0,큰길(12m+)
35.1472,129.0652,1,0.745,5,,,,개방
35.1483,129.0628,1,0.967,16,,,,개방
35.1466,129.0654,1,0.616,3,,,,개방
35.1483,129.0621,1,0.74,29,44.0,0.54,0.0,큰길(12m+)
35.1462,129.0655,1,0.607,5,,,,개방
35.1452,129.0666,1,0.785,70,32.2,1.09,0.0,큰길(12m+)
35.1459,129.0666,1,0.689,64,42.3,0.83,0.0,큰길(12m+)
35.1482,129.0618,1,0.738,30,37.1,0.42,0.0,큰길(12m+)
35.148,129.0612,1,0.823,43,31.7,0.18,0.0,큰길(12m+)
35.1478,129.0607,1,0.805,46,25.4,0.22,0.0,큰길(12m+)
35.1476,129.0603,1,0.847,47,30.1,0.19,0.0,큰길(12m+)
35.1474,129.0598,1,0.84,44,53.2,0.11,0.0,큰길(12m+)
35.1478,129.0592,1,0.357,65,2.5,2.21,6.0,보행골목(<6m)
35.139,129.0673,1,0.415,43,17.2,1.38,4.6,큰길(12m+)
35.0957,129.0609,1,0.628,233,10.8,1.3,0.0,혼합골목(6-12m)
35.0954,129.0604,1,0.773,303,12.5,0.34,0.0,큰길(12m+)
35.0951,129.0597,1,0.806,369,15.0,0.37,0.0,큰길(12m+)
35.1582,129.0595,1,0.495,32,11.9,0.47,5.9,혼합골목(6-12m)
35.0946,129.0589,1,0.774,326,10.0,0.7,0.0,혼합골목(6-12m)
35.1356,129.0745,1,0.71,166,9.6,0.59,0.0,혼합골목(6-12m)
35.0942,129.0573,1,0.958,182,27.7,0.2,0.0,큰길(12m+)
35.1577,129.0594,1,0.552,45,10.9,0.51,12.7,혼합골목(6-12m)
35.0943,129.0535,1,0.31,217,11.5,1.83,0.0,혼합골목(6-12m)
35.1347,129.0842,1,0.523,59,11.4,0.49,6.9,혼합골목(6-12m)
35.093,129.0505,1,0.674,296,6.8,0.62,2.4,혼합골목(6-12m)
35.163,129.0632,1,0.383,46,14.2,2.07,1.3,큰길(12m+)
35.0943,129.0475,1,0.921,78,38.4,0.11,0.0,큰길(12m+)
35.135,129.0919,1,0.729,69,22.4,0.25,0.0,큰길(12m+)
35.0939,129.0479,1,0.742,53,53.8,0.75,0.0,큰길(12m+)
35.1728,129.0712,1,0.432,54,7.2,0.78,1.2,혼합골목(6-12m)
35.1378,129.1009,2,0.482,46,10.4,0.54,4.3,혼합골목(6-12m)
35.0939,129.0467,1,0.875,49,73.6,0.49,0.0,큰길(12m+)
35.094,129.0472,1,0.875,59,85.9,0.31,0.0,큰길(12m+)
35.1374,129.1,1,0.555,42,8.8,0.64,3.9,혼합골목(6-12m)
35.094,129.0465,1,0.867,48,,,,개방
35.1735,129.0716,1,0.462,44,10.7,0.52,5.4,혼합골목(6-12m)
35.0931,129.0443,1,0.88,96,49.4,0.14,0.0,큰길(12m+)
35.1797,129.0765,1,0.556,14,,,,개방
35.1855,129.0814,1,0.85,36,20.0,0.21,0.0,큰길(12m+)
35.0928,129.0445,1,0.774,95,74.3,0.24,0.0,큰길(12m+)
35.1861,129.0813,1,0.499,33,22.3,0.25,0.0,큰길(12m+)
35.0938,129.0387,1,0.871,130,,,,개방
35.1497,129.1109,2,0.482,52,11.1,0.5,4.2,혼합골목(6-12m)
35.1011,129.0377,1,0.906,22,,,,개방
35.1501,129.111,1,0.371,49,14.1,0.4,3.0,큰길(12m+)
35.103,129.0376,1,0.885,23,83.7,0.07,0.0,큰길(12m+)
35.1959,129.0799,1,0.507,23,17.2,0.33,0.0,큰길(12m+)
35.1573,129.1131,1,0.224,48,2.1,2.65,4.2,보행골목(<6m)
35.1093,129.0373,1,0.911,75,45.0,0.53,0.0,큰길(12m+)
35.1964,129.08,1,0.901,18,,,,개방
35.1577,129.1131,1,0.435,55,7.1,0.79,5.1,혼합골목(6-12m)
35.1044,129.0418,1,0.988,1,,,,개방
35.2045,129.0781,1,0.887,21,92.2,0.11,0.0,큰길(12m+)
35.1137,129.0431,1,0.998,9,,,,개방
35.1654,129.1147,1,0.254,65,6.6,1.7,5.0,혼합골목(6-12m)
35.2062,129.0789,1,0.831,91,33.2,0.21,0.0,큰길(12m+)
35.1155,129.0459,1,0.852,3,,,,개방
35.2062,129.0781,1,0.967,37,58.8,0.17,0.0,큰길(12m+)
35.1186,129.0465,1,0.852,2,,,,개방
35.2111,129.0794,1,0.523,18,,,,개방
35.12,129.0468,1,0.996,5,,,,개방
35.2128,129.0794,1,0.939,35,81.8,0.14,0.0,큰길(12m+)
35.121,129.0475,1,1.0,1,,,,개방
35.216,129.0823,1,0.856,19,,,,개방
35.1216,129.0478,1,,0,,,,개방
35.2206,129.0862,1,0.704,61,57.9,1.23,0.0,큰길(12m+)
35.1221,129.048,1,,0,,,,개방
35.1669,129.1223,1,0.46,23,19.3,0.29,7.9,큰길(12m+)
35.1244,129.0462,3,0.4,37,14.4,4.57,6.0,큰길(12m+)
35.2207,129.0865,2,0.449,74,58.1,1.23,0.0,큰길(12m+)
35.1261,129.0536,1,1.0,9,,,,개방
35.2211,129.0864,1,0.649,38,58.5,1.22,0.0,큰길(12m+)
35.1687,129.1389,1,0.916,14,,,,개방
35.2214,129.0862,1,0.5,17,,,,개방
35.126,129.0537,1,1.0,7,,,,개방
35.2217,129.0865,1,0.653,27,,,,개방
35.1261,129.0526,1,0.987,39,,,,개방
35.2219,129.0865,1,0.559,32,13.6,5.35,0.0,큰길(12m+)
35.126,129.0523,1,0.986,59,63.0,0.04,0.0,큰길(12m+)
35.2224,129.0872,2,0.821,40,,,,개방
35.1261,129.0539,1,1.0,7,,,,개방
35.2232,129.0863,1,0.188,58,21.3,3.61,0.0,큰길(12m+)
35.1679,129.1395,1,0.794,11,20.2,0.76,0.0,큰길(12m+)
35.127,129.0555,2,0.969,6,70.6,0.22,0.0,큰길(12m+)
35.2238,129.0879,2,0.949,35,,,,개방
35.1675,129.1393,1,0.688,13,18.7,0.37,0.0,큰길(12m+)
35.2221,129.087,1,0.812,35,,,,개방
35.167,129.1396,1,0.446,15,34.4,0.86,0.0,큰길(12m+)
35.2229,129.0874,2,0.844,31,,,,개방
35.1263,129.0544,1,1.0,6,,,,개방
35.1666,129.1398,1,0.46,16,53.6,1.04,0.0,큰길(12m+)
35.1277,129.0529,1,0.99,33,28.5,0.1,0.0,큰길(12m+)
35.1666,129.1402,1,0.372,17,51.3,1.09,0.0,큰길(12m+)
35.154,129.0315,1,0.844,31,35.8,0.16,0.0,큰길(12m+)
35.1663,129.1405,1,0.316,17,35.2,1.59,0.0,큰길(12m+)
35.1478,129.0335,2,0.979,62,36.7,0.11,0.0,큰길(12m+)
35.1661,129.1409,1,0.433,18,18.7,2.99,1.4,큰길(12m+)
35.1655,129.1409,1,0.701,15,30.5,0.23,0.0,큰길(12m+)
35.1487,129.0334,1,0.977,72,93.4,0.06,0.0,큰길(12m+)
35.1814,129.1029,1,0.829,80,14.7,0.38,0.0,큰길(12m+)
35.1495,129.0328,1,0.793,62,,,,개방
35.1518,129.0329,1,0.751,72,,,,개방
35.1655,129.1401,2,0.366,14,54.6,1.02,0.0,큰길(12m+)
35.1527,129.0326,1,0.874,66,,,,개방
35.166,129.1404,1,0.393,13,52.9,1.06,0.0,큰길(12m+)
35.1517,129.0325,1,0.937,40,,,,개방
35.1513,129.0311,4,0.764,23,100.9,0.85,0.0,큰길(12m+)
35.1529,129.0319,2,0.667,19,,,,개방
35.1663,129.1396,1,0.423,16,52.7,1.06,0.0,큰길(12m+)
35.1655,129.1405,1,0.614,12,30.2,1.06,0.0,큰길(12m+)
35.1538,129.0309,2,0.764,43,76.0,0.7,0.0,큰길(12m+)
35.1663,129.1404,1,0.343,17,39.2,1.43,0.0,큰길(12m+)
35.1528,129.0309,6,0.438,11,52.8,1.91,0.0,큰길(12m+)
35.1835,129.1036,1,0.275,21,16.8,2.33,0.0,큰길(12m+)
35.1656,129.1404,2,0.54,13,28.4,1.97,0.0,큰길(12m+)
35.1512,129.0309,2,0.748,26,87.4,0.95,0.0,큰길(12m+)
35.166,129.1405,4,0.359,15,52.3,1.07,0.0,큰길(12m+)
35.1658,129.1403,3,0.446,12,36.6,1.53,0.0,큰길(12m+)
35.1661,129.1413,1,0.827,20,54.2,0.13,0.0,큰길(12m+)
35.1656,129.1406,5,0.451,12,30.2,1.07,0.0,큰길(12m+)
35.1496,129.0291,1,0.854,156,15.2,0.37,0.0,큰길(12m+)
35.1527,129.0297,1,0.694,25,42.8,0.16,0.0,큰길(12m+)
35.1525,129.0297,4,0.689,31,28.9,0.19,0.0,큰길(12m+)
35.1471,129.0299,4,0.864,68,14.8,0.57,0.0,큰길(12m+)
35.1538,129.0308,1,0.747,48,80.8,0.66,0.0,큰길(12m+)
35.1528,129.0297,3,0.711,23,35.4,1.19,0.0,큰길(12m+)
35.1531,129.0296,2,0.701,32,30.8,1.36,0.0,큰길(12m+)
35.1535,129.0292,2,0.781,69,68.3,0.76,0.0,큰길(12m+)
35.154,129.0278,2,0.744,70,30.6,0.18,0.0,큰길(12m+)
35.1532,129.0266,1,0.671,23,69.3,1.13,0.0,큰길(12m+)
35.1533,129.0271,1,0.688,18,,,,개방
35.1538,129.0276,1,0.591,52,24.9,2.82,0.0,큰길(12m+)
35.1661,129.1405,2,0.394,16,52.5,1.07,0.0,큰길(12m+)
35.1664,129.1396,1,0.39,18,39.8,1.41,0.0,큰길(12m+)
35.1662,129.1407,1,0.304,17,26.7,2.1,0.0,큰길(12m+)
35.1657,129.1405,2,0.452,12,18.3,1.76,0.0,큰길(12m+)
35.1662,129.1402,2,0.375,11,51.2,1.09,0.0,큰길(12m+)
35.1662,129.1403,1,0.377,15,52.9,1.06,0.0,큰길(12m+)
35.1661,129.1403,1,0.422,14,51.2,1.09,0.0,큰길(12m+)
35.1657,129.1403,1,0.499,12,35.4,1.58,0.0,큰길(12m+)
35.1532,129.0267,1,0.685,19,85.8,0.91,0.0,큰길(12m+)
35.1532,129.0254,2,0.777,68,59.4,0.26,0.0,큰길(12m+)
35.1548,129.025,1,0.888,98,67.8,0.08,0.0,큰길(12m+)
35.1571,129.0248,1,0.973,66,43.0,0.13,0.0,큰길(12m+)
35.1557,129.0223,1,0.849,67,15.1,0.56,0.0,큰길(12m+)
35.1548,129.0179,1,0.292,63,48.0,1.31,0.0,큰길(12m+)
35.154,129.0167,1,0.907,152,34.3,0.37,0.0,큰길(12m+)
35.1542,129.0174,2,0.895,133,31.2,0.18,0.0,큰길(12m+)
35.1543,129.018,1,0.809,133,47.1,0.77,0.0,큰길(12m+)
35.1544,129.0184,1,0.82,121,47.4,0.77,0.0,큰길(12m+)
35.1551,129.0214,1,0.811,66,92.6,0.11,0.0,큰길(12m+)
35.1561,129.0233,1,0.924,63,43.7,0.29,0.0,큰길(12m+)
35.1532,129.0253,3,0.786,71,63.8,0.09,0.0,큰길(12m+)
35.1521,129.0265,1,0.846,119,25.0,0.22,0.0,큰길(12m+)
35.152,129.0286,1,0.598,75,11.6,0.48,0.0,혼합골목(6-12m)
35.1516,129.0299,1,0.807,47,28.8,0.15,0.0,큰길(12m+)
35.1512,129.0306,2,0.767,37,38.4,0.11,0.0,큰길(12m+)
35.1517,129.0309,4,0.682,16,,,,개방
35.1466,129.0296,1,0.944,59,21.8,0.26,0.0,큰길(12m+)
35.1519,129.031,2,0.74,8,,,,개방
35.1523,129.0304,1,0.247,17,2.5,40.16,0.0,보행골목(<6m)
35.1521,129.0298,1,0.776,33,42.1,1.26,0.0,큰길(12m+)
35.1655,129.1395,1,0.446,13,2.8,19.99,1.5,보행골목(<6m)
35.1658,129.1399,2,0.367,11,52.4,1.07,0.0,큰길(12m+)
35.1497,129.0292,3,0.594,147,9.0,0.62,0.0,혼합골목(6-12m)
35.1519,129.0309,1,0.7,9,,,,개방
35.1655,129.14,1,0.369,15,54.5,1.03,0.0,큰길(12m+)
35.1659,129.1403,1,0.422,11,43.7,1.28,0.0,큰길(12m+)
35.1657,129.1401,1,0.48,13,53.1,1.06,0.0,큰길(12m+)
35.1657,129.1406,1,0.417,12,15.9,2.03,0.0,큰길(12m+)
35.1645,129.1673,1,0.5,28,49.5,1.92,0.0,큰길(12m+)
35.1646,129.1675,2,0.446,35,45.6,1.29,0.0,큰길(12m+)
35.1648,129.1675,2,0.562,30,79.2,0.74,0.0,큰길(12m+)
35.1648,129.1676,3,0.496,35,84.1,1.13,0.0,큰길(12m+)
35.1514,129.0319,1,0.847,7,,,,개방
35.1518,129.0325,1,0.958,42,,,,개방
35.1512,129.031,1,0.738,24,100.5,0.85,0.0,큰길(12m+)
35.1651,129.1676,1,0.679,27,,,,개방
35.1649,129.1676,1,0.572,32,,,,개방
35.1651,129.1691,1,0.635,38,33.0,1.53,0.0,큰길(12m+)
35.1529,129.0297,2,0.704,23,38.2,1.1,0.0,큰길(12m+)
35.151,129.0256,1,0.703,206,20.7,0.34,0.0,큰길(12m+)
35.1521,129.0312,1,0.723,5,,,,개방
35.1519,129.0298,2,0.824,36,48.7,1.09,0.0,큰길(12m+)
35.1524,129.0297,2,0.666,32,22.2,0.25,0.0,큰길(12m+)
35.1515,129.0311,1,0.781,20,,,,개방
35.1518,129.0298,1,0.783,39,48.0,1.17,0.0,큰길(12m+)
35.1523,129.0298,3,0.728,28,41.4,0.14,0.0,큰길(12m+)
35.1537,129.0306,2,0.684,44,76.3,0.7,0.0,큰길(12m+)
35.1544,129.0343,1,0.737,55,64.5,0.65,0.0,큰길(12m+)
35.1537,129.0302,1,0.654,54,62.7,0.67,0.0,큰길(12m+)
35.1556,129.0409,1,0.885,86,53.1,0.11,0.0,큰길(12m+)
35.1556,129.0412,1,0.933,85,52.0,0.11,0.0,큰길(12m+)
35.1567,129.0467,1,0.69,92,51.9,0.11,0.0,큰길(12m+)
35.1572,129.0492,1,0.825,99,51.5,0.16,0.0,큰길(12m+)
35.1572,129.0498,1,0.39,67,6.0,0.93,0.0,혼합골목(6-12m)
35.1839,129.114,1,0.844,9,,,,개방
35.157,129.0507,1,0.904,44,45.5,0.12,0.0,큰길(12m+)
35.1605,129.0501,1,0.906,67,50.8,0.14,0.0,큰길(12m+)
35.161,129.0501,1,0.977,36,,,,개방
35.1626,129.0492,1,0.994,22,,,,개방
35.1656,129.0509,1,0.286,25,11.7,2.88,7.4,혼합골목(6-12m)
35.1702,129.0529,1,0.906,28,,,,개방
35.1704,129.0543,1,0.991,10,,,,개방
35.1711,129.0573,1,0.769,46,,,,개방
35.17,129.0576,1,1.0,1,,,,개방
35.1748,129.0632,1,0.926,26,49.8,0.11,0.0,큰길(12m+)
35.1748,129.0644,1,0.957,43,69.3,0.08,0.0,큰길(12m+)
35.1746,129.0672,1,0.958,59,,,,개방
35.1743,129.0667,1,0.78,107,12.5,0.45,0.0,큰길(12m+)
35.1748,129.0669,1,0.897,60,42.0,0.17,0.0,큰길(12m+)
35.1783,129.0686,1,0.955,72,,,,개방
35.1796,129.069,1,0.986,44,,,,개방
35.1829,129.0707,1,0.778,61,23.0,0.55,0.0,큰길(12m+)
35.1854,129.0714,1,0.952,29,101.5,0.06,0.0,큰길(12m+)
35.1861,129.072,1,0.916,13,80.7,0.28,0.0,큰길(12m+)
35.1877,129.0731,1,0.892,18,71.5,0.22,0.0,큰길(12m+)
35.1897,129.0753,1,0.96,30,58.8,0.07,0.0,큰길(12m+)
35.191,129.0773,1,0.998,33,,,,개방
35.1915,129.0782,1,0.993,60,80.6,0.07,0.0,큰길(12m+)
35.1922,129.0784,1,0.975,47,63.4,0.09,0.0,큰길(12m+)
35.1929,129.0791,1,0.99,30,62.6,0.07,0.0,큰길(12m+)
35.1953,129.0796,1,0.933,35,30.4,0.18,0.0,큰길(12m+)
35.1977,129.0791,1,0.931,52,50.8,0.11,0.0,큰길(12m+)
35.1984,129.0788,1,0.931,48,78.5,0.12,0.0,큰길(12m+)
35.1989,129.0783,1,0.96,44,73.3,0.08,0.0,큰길(12m+)
35.2046,129.0776,1,0.731,26,50.9,0.19,0.0,큰길(12m+)
35.2055,129.0773,1,0.559,41,40.3,0.8,0.0,큰길(12m+)
35.2056,129.077,2,0.512,59,20.1,1.18,0.0,큰길(12m+)
35.2052,129.0778,1,0.712,20,59.1,0.4,0.0,큰길(12m+)
35.2058,129.0773,1,0.343,49,9.6,1.9,0.0,혼합골목(6-12m)
35.2057,129.0749,2,0.781,88,32.7,0.38,0.0,큰길(12m+)
35.2056,129.0766,1,0.67,72,22.3,0.5,0.0,큰길(12m+)
35.2058,129.0771,1,0.476,58,12.3,1.13,8.3,큰길(12m+)
35.1641,129.1596,1,0.485,48,8.8,1.11,3.6,혼합골목(6-12m)
35.1641,129.1597,1,0.36,48,10.4,1.21,7.5,혼합골목(6-12m)
35.1648,129.161,1,0.604,29,51.3,0.49,0.0,큰길(12m+)
35.2058,129.0766,1,0.735,82,17.8,0.24,0.0,큰길(12m+)
35.1661,129.1642,1,0.593,18,82.8,0.17,0.0,큰길(12m+)
35.165,129.1614,1,0.602,47,50.3,0.25,0.0,큰길(12m+)
35.2075,129.0707,1,0.895,52,50.1,0.17,0.0,큰길(12m+)
35.1665,129.1666,1,0.802,19,71.5,0.1,0.0,큰길(12m+)
35.2077,129.0696,1,0.973,12,,,,개방
35.208,129.0703,1,0.881,58,95.6,0.29,0.0,큰길(12m+)
35.2076,129.07,1,0.902,24,,,,개방
35.1665,129.1671,1,0.752,14,57.1,0.91,0.0,큰길(12m+)
35.1664,129.1683,1,0.838,11,60.0,0.35,0.0,큰길(12m+)
35.2051,129.0688,1,0.267,24,33.5,3.1,0.0,큰길(12m+)
35.1659,129.1681,1,0.647,13,26.1,0.96,0.0,큰길(12m+)
35.2027,129.0661,1,0.683,66,46.3,0.12,0.0,큰길(12m+)
35.1651,129.1674,1,0.715,19,98.7,0.2,0.0,큰길(12m+)
35.2013,129.0652,1,0.843,102,35.1,0.32,0.0,큰길(12m+)
35.2008,129.0648,1,0.793,92,35.6,0.24,0.0,큰길(12m+)
35.196,129.066,1,0.881,33,62.6,0.94,0.0,큰길(12m+)
35.1945,129.0672,1,0.738,37,22.0,0.57,0.0,큰길(12m+)
35.1939,129.0666,1,0.9,46,53.6,0.1,0.0,큰길(12m+)
35.1913,129.0672,1,0.708,25,23.9,0.23,0.0,큰길(12m+)
35.1951,129.0637,1,0.976,16,93.2,0.03,0.0,큰길(12m+)
35.1883,129.0593,1,0.986,2,,,,개방
35.1878,129.0575,1,0.855,2,,,,개방
35.1867,129.0552,1,0.998,6,,,,개방
35.1646,129.1673,1,0.527,30,44.5,1.32,0.0,큰길(12m+)
35.1841,129.0522,1,0.765,26,,,,개방
35.1649,129.1675,1,0.613,28,,,,개방
35.1828,129.0505,1,0.986,53,59.4,0.09,0.0,큰길(12m+)
35.182,129.0492,1,0.961,69,76.9,0.15,0.0,큰길(12m+)
35.1649,129.1682,1,0.289,38,13.0,4.32,1.3,큰길(12m+)
35.1819,129.0482,1,0.713,67,26.9,0.21,0.0,큰길(12m+)
35.1638,129.1684,1,0.585,31,65.6,0.64,0.0,큰길(12m+)
35.1823,129.0481,1,0.948,64,30.1,0.19,0.0,큰길(12m+)
35.1625,129.1657,1,0.613,43,30.9,1.04,0.0,큰길(12m+)
35.1617,129.1645,1,0.61,43,45.2,1.12,0.0,큰길(12m+)
35.1615,129.1642,1,0.705,39,33.0,0.51,0.0,큰길(12m+)
35.1613,129.1638,1,0.697,43,37.4,0.45,0.0,큰길(12m+)
35.161,129.1635,1,0.663,41,42.7,0.39,0.0,큰길(12m+)
35.182,129.0475,1,0.894,64,26.1,0.21,0.0,큰길(12m+)
35.1601,129.1628,1,0.424,17,39.0,1.65,0.0,큰길(12m+)
35.182,129.0469,1,0.92,65,70.7,0.08,0.0,큰길(12m+)
35.16,129.1619,1,0.696,31,31.0,0.41,0.0,큰길(12m+)
35.1597,129.1613,1,0.702,23,52.3,0.21,0.0,큰길(12m+)
35.1798,129.0475,1,0.809,125,15.2,0.37,0.0,큰길(12m+)
35.1789,129.0478,1,0.919,116,19.1,0.29,0.0,큰길(12m+)
35.1597,129.1605,1,0.871,27,86.5,0.1,0.0,큰길(12m+)
35.1769,129.0484,1,0.542,64,22.1,1.96,0.0,큰길(12m+)
35.1594,129.159,1,0.793,11,,,,개방
35.1759,129.0486,1,0.796,55,25.4,0.22,0.0,큰길(12m+)
35.1579,129.1505,1,0.556,7,47.4,1.0,0.0,큰길(12m+)
35.1743,129.0491,1,0.761,68,15.8,0.35,0.0,큰길(12m+)
35.1585,129.1553,1,0.814,6,45.5,0.74,0.0,큰길(12m+)
35.1737,129.0492,1,0.85,61,29.1,0.19,0.0,큰길(12m+)
35.1586,129.1537,1,0.26,16,1.7,32.98,4.7,보행골목(<6m)
35.1725,129.0495,1,0.711,69,29.8,0.19,0.0,큰길(12m+)
35.1703,129.05,1,0.822,119,16.1,0.35,0.0,큰길(12m+)
35.1582,129.1535,1,0.767,8,,,,개방
35.1581,129.1528,1,0.763,7,,,,개방
35.1691,129.0504,1,0.574,73,15.5,0.63,0.0,큰길(12m+)
35.1673,129.0505,1,0.767,37,45.5,0.09,0.0,큰길(12m+)
35.1581,129.1506,1,0.57,7,47.6,1.0,0.0,큰길(12m+)
35.1669,129.0504,1,0.773,39,43.7,0.13,0.0,큰길(12m+)
35.1581,129.1526,1,0.791,6,,,,개방
35.1595,129.1506,1,0.513,17,54.3,2.12,0.0,큰길(12m+)
35.1628,129.0497,1,0.932,5,,,,개방
35.16,129.1496,1,0.867,18,,,,개방
35.1638,129.0503,1,0.802,10,,,,개방
35.1606,129.1492,1,0.944,11,69.6,0.08,0.0,큰길(12m+)
35.1611,129.1486,2,0.613,4,,,,개방
35.1626,129.0493,1,0.994,17,,,,개방
35.1618,129.1474,1,0.808,9,,,,개방
35.1633,129.1445,1,0.941,10,,,,개방
35.163,129.145,1,0.943,23,,,,개방
35.1647,129.1434,1,0.847,5,,,,개방
35.1627,129.0475,1,0.909,106,12.6,0.44,0.0,큰길(12m+)
35.1681,129.1432,2,0.644,24,46.6,0.69,0.0,큰길(12m+)
35.1623,129.0427,1,0.892,310,56.9,0.1,0.0,큰길(12m+)
35.168,129.1437,1,0.544,19,20.5,1.78,0.0,큰길(12m+)
35.1617,129.0404,1,0.974,73,50.5,0.11,0.0,큰길(12m+)
35.1618,129.039,1,0.489,9,33.5,0.83,0.0,큰길(12m+)
35.1705,129.1412,2,0.498,15,17.1,0.49,0.0,큰길(12m+)
35.1596,129.0337,1,0.867,9,,,,개방
35.1699,129.1418,3,0.456,19,25.1,1.17,0.0,큰길(12m+)
35.1595,129.0333,1,0.878,9,,,,개방
35.1595,129.0327,1,0.5,10,15.3,1.1,0.0,큰길(12m+)
35.1698,129.1423,2,0.505,17,57.3,1.05,0.0,큰길(12m+)
35.1691,129.1437,5,0.125,10,3.3,27.17,1.6,보행골목(<6m)
35.1597,129.0323,1,0.436,13,15.1,2.79,0.0,큰길(12m+)
35.1588,129.0318,1,0.987,2,,,,개방
35.1689,129.1437,3,0.475,11,39.1,1.97,0.0,큰길(12m+)
35.1583,129.0318,1,,0,,,,개방
35.1569,129.0319,1,,0,,,,개방
35.1565,129.0319,1,0.999,9,,,,개방
35.1536,129.0321,1,0.895,27,,,,개방
